iter	RMSE
376	1.112142591
377	1.107754764
378	1.103794544
379	1.099545858
380	1.09506921
381	1.090949643
382	1.086695435
383	1.083030683
384	1.082564775
385	1.079964436
386	1.077722033
387	1.077268538
388	1.074409669
389	1.073500513
390	1.072916608
391	1.070325948
392	1.06698572
393	1.063538579
394	1.059276614
395	1.056736042
396	1.053701325
397	1.051520798
398	1.04895676
399	1.047265194
400	1.044688666
401	1.041864932
402	1.041325457
403	1.038614182
404	1.036266762
405	1.033593119
406	1.033066052
407	1.030626844
408	1.030084312
409	1.027022051
410	1.025082143
411	1.024678768
412	1.022875794
413	1.019098613
414	1.018747932
415	1.018152744
416	1.014747756
417	1.013801151
418	1.011167973
419	1.010817278
420	1.009912906
421	1.006711184
422	1.006210884
423	1.001861701
424	1.001550815
425	0.9990664421
426	0.9972108697
427	0.9957436808
428	0.9938910954
429	0.9917298231
430	0.9896960669
431	0.9868565817
432	0.9864971139
433	0.9840033068
434	0.9835207035
435	0.9819653296
436	0.9771997036
437	0.9733101837
438	0.9693156618
439	0.9660600231
440	0.9657377447
441	0.9639433347
442	0.9620780267
443	0.9574742374
444	0.9552215133
445	0.9523739533
446	0.9492911362
447	0.9456898565
448	0.9453531792
449	0.9422112722
450	0.9402362619
451	0.939295892
452	0.9389679083
453	0.9354339233
454	0.9351065903
455	0.9326947412
456	0.9298135235
457	0.9266486353
458	0.9243074676
459	0.9209716373
460	0.9189923794
461	0.9157593954
462	0.9126631717
463	0.9092743502
464	0.9066144049
465	0.9045350826
466	0.902200811
467	0.8991278918
468	0.8966551586
469	0.8940690057
470	0.8912221019
471	0.8876449992
472	0.8857576632
473	0.8848130665
474	0.8830662284
475	0.8797153218
476	0.879305492
477	0.877167689
478	0.8758711229
479	0.875471319
480	0.8729098595
481	0.871795379
482	0.8690758143
483	0.8687834461
484	0.8684973446
485	0.8657959405
486	0.8641740405
487	0.863881126
488	0.8620054196
489	0.861224691
490	0.860098639
491	0.8576041003
492	0.8551286227
493	0.8547752738
494	0.8541268367
495	0.8513562432
496	0.8490822962
497	0.8476488005
498	0.8459691863
499	0.8453177558
500	0.8434799388
501	0.8428880269
502	0.8415301928
503	0.8399221906
504	0.8393244586
505	0.8373389451
506	0.8351386673
507	0.8337170641
508	0.8325041562
509	0.8321453782
510	0.8292179864
511	0.8265862662
512	0.8257952689
513	0.8249059431
514	0.8242200906
515	0.8225911516
516	0.8209458024
517	0.8192418164
518	0.8188920515
519	0.8172895414
520	0.8165783921
521	0.8150086065
522	0.8124135612
523	0.812093006
524	0.8103195546
525	0.8077762634
526	0.8074392559
527	0.8059790875
528	0.8045119355
529	0.802232543
530	0.7992004407
531	0.7974764445
532	0.794554599
533	0.7933418614
534	0.7928981307
535	0.7923665059
536	0.7892858731
537	0.7881580172
538	0.7872569955
539	0.7855348397
540	0.7851729084
541	0.7835054903
542	0.7822604905
543	0.7792068247
544	0.7778580842
545	0.7775267017
546	0.7750903338
547	0.773028704
548	0.772664477
549	0.7719222082
550	0.7694525117
551	0.768080301
552	0.7659023486
553	0.7631015191
554	0.7615618249
555	0.7613427854
556	0.7591186986
557	0.7577124769
558	0.7562703359
559	0.756032321
560	0.7546130962
561	0.7521978645
562	0.7505504109
563	0.7495972201
564	0.7470135333
565	0.7453493065
566	0.7450417864
567	0.7448103715
568	0.7423767871
569	0.7403855985
570	0.7387796356
571	0.7381604181
572	0.7372589234
573	0.7368741939
574	0.7357730879
575	0.7354416556
576	0.7340727129
577	0.7338565275
578	0.7322875007
579	0.7311685922
580	0.7295258256
581	0.7268376508
582	0.7249904574
583	0.7241332986
584	0.7229926347
585	0.7212691886
586	0.7205818612
587	0.7188730596
588	0.7169033025
589	0.7158986837
590	0.7154793917
591	0.7132658329
592	0.7115458446
593	0.7104227001
594	0.7096775175
595	0.709221554
596	0.707493403
597	0.7050692481
598	0.7046609908
599	0.7028355206
600	0.7025574669
601	0.7009832497
602	0.699075289
603	0.6973845532
604	0.6961270047
605	0.6954062126
606	0.6925184019
607	0.6917762424
608	0.6895990498
609	0.6870984803
610	0.6848309994
611	0.6846079603
612	0.68331107
613	0.6822374473
614	0.6811931534
615	0.6806640805
616	0.6794170191
617	0.6774972002
618	0.6752322678
619	0.6737174738
620	0.6723118543
621	0.6700861305
622	0.667089906
623	0.6665192216
624	0.6653917252
625	0.6645571408
626	0.6624638619
627	0.6609024051
628	0.6592850129
629	0.6575593921
630	0.6558745953
631	0.6546990756
632	0.6544864075
633	0.6541213173
634	0.6538645493
635	0.6516645026
636	0.650809741
637	0.6486358191
638	0.6484489758
639	0.6461043171
640	0.6445809899
641	0.6433324126
642	0.6420959875
643	0.6413229515
644	0.6405389678
645	0.6387614948
646	0.6366354628
647	0.6342207599
648	0.6334315434
649	0.6320368003
650	0.6298318362
651	0.6293992846
652	0.6279924986
653	0.6268332436
654	0.6253286332
655	0.6235538491
656	0.621664642
657	0.6213843258
658	0.6194557907
659	0.6182935206
660	0.6175243304
661	0.6168624789
662	0.6164984715
663	0.61441841
664	0.6130348583
665	0.6111246528
666	0.6104882902
667	0.6088113582
668	0.6067418442
669	0.6055506045
670	0.6045341511
671	0.6040440001
672	0.6031473859
673	0.601535124
674	0.6006548983
675	0.5998255413
676	0.5980063654
677	0.597824276
678	0.5966193974
679	0.5963558683
680	0.5953960221
681	0.5945363231
682	0.5938633355
683	0.5923440358
684	0.5909958709
685	0.5905370641
686	0.5886317577
687	0.5864570691
688	0.5851822725
689	0.5846181332
690	0.5836541136
691	0.5831591643
692	0.5829090788
693	0.5825196298
694	0.5816098825
695	0.5798809504
696	0.5787740454
697	0.5785608384
698	0.5780508327
699	0.5778798411
700	0.5775440639
701	0.5773134354
702	0.5755268303
703	0.5750347339
704	0.5747375218
705	0.5729952296
706	0.5724623313
707	0.5714160006
708	0.5709293851
709	0.5706171276
710	0.5699899198
711	0.5695505945
712	0.5676632414
713	0.5674713199
714	0.5661900429
715	0.5656393575
716	0.5650745145
717	0.5648885733
718	0.5644942953
719	0.5639872919
720	0.5625704605
721	0.5623983209
722	0.5617454673
723	0.5605477856
724	0.5587619926
725	0.5576693982
726	0.5566714586
727	0.5560638721
728	0.555400232
729	0.5544405635
730	0.5532571096
731	0.5521132835
732	0.5516278966
733	0.5512923623
734	0.5510473686
735	0.549520978
736	0.5482969972
737	0.54708767
738	0.545317725
739	0.5449450135
740	0.5437062101
741	0.5432680576
742	0.5414493334
743	0.5400893784
744	0.5389749936
745	0.537285738
746	0.5370810218
747	0.5357838631
748	0.534823352
749	0.5341853491
750	0.5325160021
751	0.531336357
752	0.5296288058
753	0.5290660768
754	0.5288995108
755	0.5285922439
756	0.5268104435
757	0.5256223
758	0.5251744116
759	0.5238659003
760	0.522736149
761	0.5219448056
762	0.52118383
763	0.5205904888
764	0.5204276148
765	0.5194241502
766	0.5190851355
767	0.5189490659
768	0.5182214007
769	0.5167365632
770	0.5158426335
771	0.5140909577
772	0.5134134176
773	0.5132788618
774	0.512391906
775	0.5117150741
776	0.5112208126
777	0.5109088601
778	0.5107893574
779	0.5094165477
780	0.5083228919
781	0.5071549103
782	0.5057838811
783	0.504708063
784	0.5042634166
785	0.5038207984
786	0.5031492864
787	0.5025533412
788	0.5016094209
789	0.5000114581
790	0.4994719281
791	0.4987834292
792	0.4986340932
793	0.498083004
794	0.4965428205
795	0.4956558658
796	0.4947968733
797	0.4935813415
798	0.4925018226
799	0.4923060013
800	0.4921280922
801	0.49097281
802	0.489347045
803	0.4882692676
804	0.4878331404
805	0.4863134455
806	0.48615935
807	0.4852851412
808	0.4843017398
809	0.483774864
810	0.4830533502
811	0.4827230942
812	0.4818709614
813	0.4807315962
814	0.4806124133
815	0.4793272303
816	0.4776048125
817	0.4772141296
818	0.4770775586
819	0.4761686053
820	0.4746765385
821	0.4739175652
822	0.4729421187
823	0.4728043168
824	0.4717980955
825	0.4712210383
826	0.4698758528
827	0.4685660445
828	0.467151202
829	0.4669460068
830	0.4667979407
831	0.4660681917
832	0.4656003475
833	0.4651498865
834	0.4648164697
835	0.4631308199
836	0.4629165666
837	0.4627854578
838	0.4624339723
839	0.4615167702
840	0.4609599955
841	0.4606366564
842	0.4595123009
843	0.4586262195
844	0.4578065303
845	0.4576855827
846	0.4561005363
847	0.4544042503
848	0.4534135071
849	0.4531031279
850	0.452163486
851	0.4516276742
852	0.4507357158
853	0.4505634837
854	0.4503279094
855	0.4500200498
856	0.4494956222
857	0.448451982
858	0.4479619454
859	0.4473930281
860	0.4465560795
861	0.4451226908
862	0.4437848289
863	0.442497505
864	0.4415811445
865	0.4404663484
866	0.4394971835
867	0.4394061509
868	0.4376631142
869	0.4373489126
870	0.437227966
871	0.4365360583
872	0.4358060698
873	0.4355620157
874	0.4350638328
875	0.4344425399
876	0.4330937752
877	0.4322948301
878	0.4321774028
879	0.4308233633
880	0.4306837102
881	0.4305090975
882	0.4291689899
883	0.4280706688
884	0.4279577142
885	0.4276099
886	0.4273291559
887	0.4269259565
888	0.4252808722
889	0.4248872474
890	0.4235374125
891	0.4225902173
892	0.4213240931
893	0.4211990728
894	0.4206735692
895	0.4199421552
896	0.4196908927
897	0.4185254047
898	0.4180713055
899	0.4179691672
900	0.4164666431
901	0.4159174592
902	0.4147687558
903	0.4139392086
904	0.4127975391
905	0.4126805705
906	0.4117238293
907	0.411256966
908	0.410152597
909	0.4099889838
910	0.4091185037
911	0.4081272366
912	0.4071473626
913	0.4063065516
914	0.4053809435
915	0.4039427424
916	0.4037058895
917	0.4035766317
918	0.4033653511
919	0.4021261984
920	0.4018642663
921	0.4015956866
922	0.4010246841
923	0.400001556
924	0.3991584706
925	0.3982543176
926	0.397346701
927	0.3964419427
928	0.3957111942
929	0.3956135473
930	0.3955101855
931	0.3952186604
932	0.393599172
933	0.3933883662
934	0.3932679765
935	0.3929384855
936	0.3920089546
937	0.3906295684
938	0.3895450857
939	0.389348949
940	0.3886958059
941	0.3874565011
942	0.3864053302
943	0.3863006451
944	0.3851771628
945	0.3840154891
946	0.3837447535
947	0.3833174082
948	0.3829067647
949	0.3818418174
950	0.3815490141
951	0.3812328892
952	0.3809856167
953	0.3802158182
954	0.3790815647
955	0.3779582529
956	0.3767882514
957	0.3760194674
958	0.3757468106
959	0.3756510338
960	0.3755188606
961	0.3748334724
962	0.3745758315
963	0.3744465088
964	0.3741829802
965	0.3738989682
966	0.3734033702
967	0.3728760978
968	0.3724931131
969	0.3720974109
970	0.3714505344
971	0.3709617713
972	0.3708023496
973	0.3704928105
974	0.3702477058
975	0.3693372349
976	0.3685050639
977	0.3677958411
978	0.3673484185
979	0.36680007
980	0.366639363
981	0.3659981339
982	0.365638454
983	0.3649104065
984	0.3644579741
985	0.3633196898
986	0.3625961275
987	0.3615676391
988	0.3609302671
989	0.3607692911
990	0.3598760345
991	0.3591585187
992	0.3590523473
993	0.3589675834
994	0.3588826642
995	0.3583357875
996	0.3581605802
997	0.3571863408
998	0.3563966662
999	0.3560793067
